#integrated ctr data(1000uM pb on rcut hematite, zero inten free)
#h 	k 	l 	I 	Ier 	Bl 		DL
2.000 0.000 2.238 57.493 7.270 2.000 2.000
2.000 0.000 2.264 54.296 6.874 2.000 2.000
2.000 0.000 2.291 51.600 6.604 2.000 2.000
2.000 0.000 2.371 47.137 5.893 2.000 2.000
2.000 0.000 2.451 44.500 5.481 2.000 2.000
2.000 0.000 2.531 43.313 5.187 2.000 2.000
2.000 0.000 2.611 43.117 4.999 2.000 2.000
2.000 0.000 2.691 42.561 4.885 2.000 2.000
2.000 0.000 2.771 43.835 4.803 2.000 2.000
2.000 0.000 2.851 44.213 4.732 2.000 2.000
2.000 0.000 2.931 45.959 4.808 2.000 2.000
2.000 0.000 3.091 49.674 4.988 2.000 2.000
2.000 0.000 3.171 52.222 5.095 2.000 2.000
2.000 0.000 3.251 57.076 5.443 2.000 2.000
2.000 0.000 3.411 68.103 6.199 2.000 2.000
2.000 0.000 3.491 78.100 6.818 2.000 2.000
2.000 0.000 3.571 89.324 7.637 2.000 2.000
2.000 0.000 3.651 106.506 8.929 2.000 2.000
2.000 0.000 3.704 122.329 10.212 2.000 2.000
2.000 0.000 3.731 132.844 11.023 2.000 2.000
2.000 0.000 3.758 147.954 12.940 2.000 2.000
2.000 0.000 3.784 158.933 13.123 2.000 2.000
2.000 0.000 3.811 177.715 14.854 2.000 2.000
2.000 0.000 3.838 209.102 17.533 2.000 2.000
2.000 0.000 3.864 247.564 20.909 2.000 2.000
2.000 0.000 3.891 303.082 26.713 2.000 2.000
2.000 0.000 3.918 394.447 36.100 2.000 2.000
2.000 0.000 3.944 571.779 47.890 2.000 2.000
2.000 0.000 4.051 561.744 47.659 2.000 2.000
2.000 0.000 4.078 370.256 35.519 2.000 2.000
2.000 0.000 4.104 268.178 25.526 2.000 2.000
2.000 0.000 4.131 207.979 19.917 2.000 2.000
2.000 0.000 4.158 170.785 16.539 2.000 2.000
2.000 0.000 4.184 142.358 14.124 2.000 2.000
2.000 0.000 4.211 120.683 12.403 2.000 2.000
2.000 0.000 4.238 105.395 11.179 2.000 2.000
2.000 0.000 4.264 90.825 10.165 2.000 2.000
2.000 0.000 4.291 80.746 9.427 2.000 2.000
2.000 0.000 4.371 58.825 7.878 2.000 2.000
2.000 0.000 4.451 44.496 7.007 2.000 2.000
2.000 0.000 4.531 34.444 6.461 2.000 2.000
2.000 0.000 4.611 28.039 6.099 2.000 2.000
2.000 0.000 4.691 23.541 5.864 2.000 2.000
2.000 0.000 4.771 20.832 5.718 2.000 2.000
2.000 0.000 4.851 20.047 5.567 2.000 2.000
2.000 0.000 4.931 19.575 5.623 2.000 2.000
2.000 0.000 5.091 21.228 5.230 2.000 2.000
2.000 0.000 5.171 23.678 5.252 2.000 2.000
2.000 0.000 5.251 27.901 5.781 2.000 2.000
2.000 0.000 5.411 35.857 6.051 2.000 2.000
2.000 0.000 5.491 45.218 6.853 2.000 2.000
2.000 0.000 5.571 54.115 7.821 2.000 2.000
2.000 0.000 5.651 65.683 8.977 2.000 2.000
2.000 0.000 5.704 77.504 10.405 2.000 2.000
2.000 0.000 5.731 84.972 11.120 2.000 2.000
2.000 0.000 5.758 96.217 12.798 2.000 2.000
2.000 0.000 5.784 107.381 14.101 2.000 2.000
2.000 0.000 5.811 122.869 15.849 2.000 2.000
2.000 0.000 5.838 142.881 18.172 2.000 2.000
2.000 0.000 5.864 170.799 21.460 2.000 2.000
2.000 0.000 5.891 214.585 26.852 2.000 2.000
2.000 0.000 5.918 285.662 36.356 2.000 2.000
2.000 0.000 5.944 442.211 46.739 2.000 2.000
2.000 0.000 6.051 351.162 41.977 2.000 2.000
2.000 0.000 6.078 238.007 34.465 2.000 2.000
2.000 0.000 6.104 175.427 26.717 2.000 2.000
2.000 0.000 6.131 145.584 22.012 2.000 2.000
2.000 0.000 6.158 117.239 17.677 2.000 2.000
2.000 0.000 6.184 101.780 15.862 2.000 2.000
2.000 0.000 6.211 90.324 14.396 2.000 2.000
2.000 0.000 6.238 78.456 13.230 2.000 2.000
2.000 0.000 6.264 71.889 12.358 2.000 2.000
2.000 0.000 6.291 63.037 11.206 2.000 2.000
2.000 0.000 6.371 46.653 9.353 2.000 2.000
2.000 0.000 6.451 37.075 8.000 2.000 2.000
2.000 0.000 6.531 29.063 7.096 2.000 2.000
2.000 0.000 6.611 24.496 6.956 2.000 2.000
2.000 0.000 6.691 23.233 6.990 2.000 2.000
2.000 0.000 6.771 19.677 6.634 2.000 2.000
2.000 0.000 6.851 20.438 6.849 2.000 2.000
2.000 1.000 -6.700 18.424 6.909 -5.139 2.000
2.000 1.000 -6.620 14.467 6.770 -5.139 2.000
2.000 1.000 -6.540 13.815 6.479 -5.139 2.000
2.000 1.000 -6.460 12.449 6.072 -5.139 2.000
2.000 1.000 -6.220 13.874 6.310 -5.139 2.000
2.000 1.000 -6.060 18.839 6.640 -5.139 2.000
2.000 1.000 -5.980 16.488 6.808 -5.139 2.000
2.000 1.000 -5.900 20.105 6.847 -5.139 2.000
2.000 1.000 -5.820 19.914 6.844 -5.139 2.000
2.000 1.000 -5.740 23.570 6.565 -5.139 2.000
2.000 1.000 -5.660 24.551 7.368 -5.139 2.000
2.000 1.000 -5.580 31.151 8.007 -5.139 2.000
2.000 1.000 -5.500 34.965 9.011 -5.139 2.000
2.000 1.000 -5.420 39.053 9.131 -5.139 2.000
2.000 1.000 -5.340 50.417 10.290 -5.139 2.000
2.000 1.000 -5.260 71.229 11.505 -5.139 2.000
2.000 1.000 -5.180 194.624 20.225 -5.139 2.000
2.000 1.000 -5.127 276.654 25.487 -5.139 2.000
2.000 1.000 -5.100 116.748 17.856 -5.139 2.000
2.000 1.000 -5.073 69.408 16.239 -5.139 2.000
2.000 1.000 -5.047 47.277 15.677 -5.139 2.000
2.000 1.000 -5.020 41.816 16.700 -5.139 2.000
2.000 1.000 -4.993 42.987 19.268 -5.139 2.000
2.000 1.000 -4.967 41.196 16.715 -5.139 2.000
2.000 1.000 -4.220 20.522 7.093 -5.139 2.000
2.000 1.000 -4.140 16.112 5.849 -5.139 2.000
2.000 1.000 -4.060 11.954 5.773 -5.139 2.000
2.000 1.000 -3.980 10.056 5.272 -5.139 2.000
2.000 1.000 -3.900 10.857 5.283 -5.139 2.000
2.000 1.000 -3.820 11.473 4.811 -5.139 2.000
2.000 1.000 -3.740 13.599 4.842 -5.139 2.000
2.000 1.000 -3.660 16.603 5.090 -5.139 2.000
2.000 1.000 -3.580 17.697 4.483 -5.139 2.000
2.000 1.000 -3.500 22.216 4.673 -5.139 2.000
2.000 1.000 -3.420 24.734 4.523 -5.139 2.000
2.000 1.000 -3.340 29.075 4.543 -5.139 2.000
2.000 1.000 -3.260 40.204 4.569 -5.139 2.000
2.000 1.000 -3.180 145.110 6.530 -5.139 2.000
2.000 1.000 -3.100 62.969 5.205 -5.139 2.000
2.000 1.000 -3.020 34.100 4.369 -5.139 2.000
2.000 1.000 -2.940 28.565 4.071 -5.139 2.000
2.000 1.000 -2.860 26.024 4.511 -5.139 2.000
2.000 1.000 -2.780 24.448 3.731 -5.139 2.000
2.000 1.000 -2.700 22.859 3.620 -5.139 2.000
2.000 1.000 -2.620 20.899 3.533 -5.139 2.000
2.000 1.000 -2.540 19.282 3.364 -5.139 2.000
2.000 1.000 -2.460 18.889 3.476 -5.139 2.000
2.000 1.000 -2.380 17.796 3.537 -5.139 2.000
2.000 1.000 -2.300 18.414 3.432 -5.139 2.000
2.000 1.000 -2.220 17.196 3.501 -5.139 2.000
2.000 1.000 -2.140 17.590 3.529 -5.139 2.000
2.000 1.000 -2.060 18.409 3.536 -5.139 2.000
2.000 1.000 -1.980 18.906 3.595 -5.139 2.000
2.000 1.000 -1.900 19.299 3.615 -5.139 2.000
2.000 1.000 -1.820 19.493 3.580 -5.139 2.000
2.000 1.000 -1.740 20.873 3.933 -5.139 2.000
2.000 1.000 -1.660 21.096 3.631 -5.139 2.000
2.000 1.000 -1.580 22.682 3.961 -5.139 2.000
2.000 1.000 -1.500 22.072 4.073 -5.139 2.000
2.000 1.000 -1.420 23.062 3.947 -5.139 2.000
2.000 1.000 -1.340 22.901 4.301 -5.139 2.000
2.000 1.000 -1.260 22.815 4.499 -5.139 2.000
2.000 1.000 -1.153 21.425 4.668 -5.139 2.000
2.000 1.000 -1.127 20.984 4.864 -5.139 2.000
2.000 1.000 -1.073 21.065 5.558 -5.139 2.000
2.000 1.000 -1.047 20.530 5.618 -5.139 2.000
2.000 1.000 -1.020 20.056 5.848 -5.139 2.000
2.000 1.000 -0.993 20.822 6.426 -5.139 2.000
2.000 1.000 -0.967 19.046 5.515 -5.139 2.000
2.000 1.000 -0.940 19.689 5.640 -5.139 2.000
2.000 1.000 -0.913 19.204 5.449 -5.139 2.000
2.000 1.000 0.940 337.103 26.208 0.861 4.000
2.000 1.000 0.967 202.707 17.066 0.861 4.000
2.000 1.000 0.993 141.856 13.152 0.861 4.000
2.000 1.000 1.020 109.925 11.359 0.861 4.000
2.000 1.000 1.047 88.096 9.429 0.861 4.000
2.000 1.000 1.073 74.801 8.257 0.861 4.000
2.000 1.000 1.100 66.959 7.450 0.861 4.000
2.000 1.000 1.127 59.173 6.881 0.861 4.000
2.000 1.000 1.153 51.050 6.205 0.861 4.000
2.000 1.000 1.180 46.734 5.639 0.861 4.000
2.000 1.000 1.260 36.874 4.915 0.861 4.000
2.000 1.000 1.340 28.690 4.199 0.861 4.000
2.000 1.000 1.420 24.577 3.958 0.861 4.000
2.000 1.000 1.500 19.290 3.671 0.861 4.000
2.000 1.000 1.580 15.166 3.451 0.861 4.000
2.000 1.000 1.660 12.525 3.197 0.861 4.000
2.000 1.000 1.740 10.627 3.231 0.861 4.000
2.000 1.000 1.820 10.121 3.439 0.861 4.000
2.000 1.000 1.900 9.195 3.094 0.861 4.000
2.000 1.000 1.980 9.299 3.490 0.861 4.000
2.000 1.000 2.060 9.585 3.234 0.861 4.000
2.000 1.000 2.140 10.834 3.221 0.861 4.000
2.000 1.000 2.220 11.837 3.393 0.861 4.000
2.000 1.000 2.300 13.760 3.607 0.861 4.000
2.000 1.000 2.380 15.304 3.596 0.861 4.000
2.000 1.000 2.460 16.321 4.369 0.861 4.000
2.000 1.000 2.540 16.364 3.648 0.861 4.000
2.000 1.000 2.620 18.068 4.082 0.861 4.000
2.000 1.000 2.700 17.259 3.968 0.861 4.000
2.000 1.000 2.780 16.319 4.150 0.861 4.000
2.000 1.000 2.940 15.919 4.045 0.861 4.000
2.000 1.000 3.020 14.242 4.107 0.861 4.000
2.000 1.000 3.100 13.317 3.391 0.861 4.000
2.000 1.000 3.180 12.840 3.683 0.861 4.000
2.000 1.000 3.260 12.161 3.787 0.861 4.000
2.000 1.000 3.340 11.461 4.181 0.861 4.000
2.000 1.000 3.420 10.064 4.110 0.861 4.000
2.000 1.000 3.500 9.441 4.569 0.861 4.000
2.000 1.000 3.580 8.487 4.190 0.861 4.000
2.000 1.000 3.660 9.046 4.071 0.861 4.000
2.000 1.000 3.740 8.969 5.002 0.861 4.000
2.000 1.000 3.820 10.300 4.479 0.861 4.000
2.000 1.000 3.900 11.246 5.405 0.861 4.000
2.000 1.000 3.980 13.474 5.961 0.861 4.000
2.000 1.000 4.060 13.944 5.679 0.861 4.000
2.000 1.000 4.140 18.550 6.450 0.861 4.000
2.000 1.000 4.220 18.399 7.809 0.861 4.000
2.000 1.000 4.300 21.567 8.470 0.861 4.000
2.000 1.000 4.380 25.170 8.545 0.861 4.000
2.000 1.000 4.780 39.945 19.411 0.861 4.000
2.000 1.000 4.807 45.819 15.392 0.861 4.000
2.000 1.000 4.913 48.647 15.758 0.861 4.000
2.000 1.000 4.940 39.726 16.547 0.861 4.000
2.000 1.000 4.967 32.571 15.724 0.861 4.000
2.000 1.000 4.993 24.615 14.570 0.861 4.000
2.000 1.000 5.047 19.241 13.613 0.861 4.000
2.000 1.000 5.660 16.232 7.623 0.861 4.000
2.000 1.000 5.740 17.612 6.897 0.861 4.000
2.000 1.000 5.820 17.428 7.296 0.861 4.000
2.000 1.000 5.900 17.689 7.242 0.861 4.000
2.000 1.000 5.980 17.390 7.081 0.861 4.000
2.000 1.000 6.060 16.064 6.758 0.861 4.000
2.000 1.000 6.140 15.774 7.024 0.861 4.000
2.000 1.000 6.220 16.230 6.760 0.861 4.000
2.000 1.000 6.300 17.048 6.971 0.861 4.000
2.000 1.000 6.380 18.749 6.581 0.861 4.000
2.000 1.000 6.460 19.840 6.989 0.861 4.000
2.000 1.000 6.540 21.643 7.260 0.861 4.000
2.000 1.000 6.620 23.977 6.966 0.861 4.000
2.000 1.000 6.700 30.816 6.901 0.861 4.000
2.000 2.000 -7.651 23.106 8.777 -6.278 2.000
2.000 2.000 -7.571 20.428 7.966 -6.278 2.000
2.000 2.000 -7.491 20.245 8.039 -6.278 2.000
2.000 2.000 -7.411 19.806 8.048 -6.278 2.000
2.000 2.000 -7.251 20.686 7.677 -6.278 2.000
2.000 2.000 -6.611 20.773 9.138 -6.278 2.000
2.000 2.000 -6.558 22.456 8.981 -6.278 2.000
2.000 2.000 -6.531 23.246 10.705 -6.278 2.000
2.000 2.000 -6.478 28.298 12.386 -6.278 2.000
2.000 2.000 -6.451 30.594 12.055 -6.278 2.000
2.000 2.000 -6.424 34.240 15.010 -6.278 2.000
2.000 2.000 -6.398 37.263 15.331 -6.278 2.000
2.000 2.000 -6.371 50.113 19.711 -6.278 2.000
2.000 2.000 -6.344 63.283 20.193 -6.278 2.000
2.000 2.000 -6.211 48.305 20.424 -6.278 2.000
2.000 2.000 -6.184 42.827 17.829 -6.278 2.000
2.000 2.000 -6.158 40.557 15.870 -6.278 2.000
2.000 2.000 -6.131 33.897 12.326 -6.278 2.000
2.000 2.000 -5.891 22.206 9.420 -6.278 2.000
2.000 2.000 -5.811 20.061 8.754 -6.278 2.000
2.000 2.000 -5.731 19.686 6.854 -6.278 2.000
2.000 2.000 -5.651 19.234 7.206 -6.278 2.000
2.000 2.000 -5.571 19.384 6.310 -6.278 2.000
2.000 2.000 -5.491 19.575 6.270 -6.278 2.000
2.000 2.000 -5.411 20.134 5.874 -6.278 2.000
2.000 2.000 -5.331 22.328 6.099 -6.278 2.000
2.000 2.000 -5.251 24.733 6.091 -6.278 2.000
2.000 2.000 -5.171 29.289 6.005 -6.278 2.000
2.000 2.000 -5.091 31.440 5.974 -6.278 2.000
2.000 2.000 -5.011 35.163 6.234 -6.278 2.000
2.000 2.000 -4.931 40.536 6.447 -6.278 2.000
2.000 2.000 -4.851 43.458 6.756 -6.278 2.000
2.000 2.000 -4.771 51.713 7.228 -6.278 2.000
2.000 2.000 -4.691 59.800 7.926 -6.278 2.000
2.000 2.000 -4.611 73.365 9.063 -6.278 2.000
2.000 2.000 -4.558 88.005 10.270 -6.278 2.000
2.000 2.000 -4.531 96.959 11.025 -6.278 2.000
2.000 2.000 -4.504 108.469 12.127 -6.278 2.000
2.000 2.000 -4.478 123.833 13.495 -6.278 2.000
2.000 2.000 -4.451 144.831 15.409 -6.278 2.000
2.000 2.000 -4.424 171.455 18.176 -6.278 2.000
2.000 2.000 -4.398 218.301 22.481 -6.278 2.000
2.000 2.000 -4.371 292.128 30.261 -6.278 2.000
2.000 2.000 -4.344 455.072 42.586 -6.278 2.000
2.000 2.000 -4.211 317.723 33.751 -6.278 2.000
2.000 2.000 -4.184 239.262 26.684 -6.278 2.000
2.000 2.000 -4.158 196.134 20.861 -6.278 2.000
2.000 2.000 -4.131 165.175 17.403 -6.278 2.000
2.000 2.000 -4.104 142.312 14.935 -6.278 2.000
2.000 2.000 -4.078 125.191 13.206 -6.278 2.000
2.000 2.000 -4.051 113.149 11.966 -6.278 2.000
2.000 2.000 -4.024 103.108 10.911 -6.278 2.000
2.000 2.000 -3.998 94.439 10.089 -6.278 2.000
2.000 2.000 -3.971 85.850 9.377 -6.278 2.000
2.000 2.000 -3.891 70.811 7.943 -6.278 2.000
2.000 2.000 -3.811 58.671 6.579 -6.278 2.000
2.000 2.000 -3.731 48.562 6.003 -6.278 2.000
2.000 2.000 -3.651 42.806 5.509 -6.278 2.000
2.000 2.000 -3.571 36.248 4.937 -6.278 2.000
2.000 2.000 -3.491 31.129 4.738 -6.278 2.000
2.000 2.000 -3.411 26.925 4.511 -6.278 2.000
2.000 2.000 -3.331 24.920 4.385 -6.278 2.000
2.000 2.000 -3.251 21.307 4.311 -6.278 2.000
2.000 2.000 -3.171 17.644 3.941 -6.278 2.000
2.000 2.000 -3.091 15.502 4.209 -6.278 2.000
2.000 2.000 -3.011 13.327 3.898 -6.278 2.000
2.000 2.000 -2.931 12.507 4.013 -6.278 2.000
2.000 2.000 -2.851 12.219 4.154 -6.278 2.000
2.000 2.000 -2.771 14.123 4.422 -6.278 2.000
2.000 2.000 -2.691 18.412 4.885 -6.278 2.000
2.000 2.000 -2.611 22.919 5.258 -6.278 2.000
2.000 2.000 -2.558 26.791 5.735 -6.278 2.000
2.000 2.000 -2.531 30.251 6.089 -6.278 2.000
2.000 2.000 -2.504 32.421 6.570 -6.278 2.000
2.000 2.000 -2.478 37.238 7.154 -6.278 2.000
2.000 2.000 -2.451 46.935 7.932 -6.278 2.000
2.000 2.000 -2.424 54.981 8.880 -6.278 2.000
2.000 2.000 -2.398 72.262 10.557 -6.278 2.000
2.000 2.000 -2.371 99.713 13.503 -6.278 2.000
2.000 2.000 -2.344 168.371 18.444 -6.278 2.000
2.000 2.000 -2.211 79.991 13.230 -6.278 2.000
2.000 2.000 -2.184 62.513 10.704 -6.278 2.000
2.000 2.000 -2.158 50.145 8.616 -6.278 2.000
2.000 2.000 -2.131 42.308 7.502 -6.278 2.000
2.000 2.000 -2.104 39.210 6.794 -6.278 2.000
2.000 2.000 -2.078 33.851 6.273 -6.278 2.000
2.000 2.000 -2.051 29.489 5.366 -6.278 2.000
2.000 2.000 -2.024 26.186 5.891 -6.278 2.000
2.000 2.000 -1.998 26.281 4.818 -6.278 2.000
2.000 2.000 -1.971 26.047 5.327 -6.278 2.000
2.000 2.000 -1.891 20.388 3.895 -6.278 2.000
2.000 2.000 -1.731 17.339 3.207 -6.278 2.000
2.000 2.000 -1.571 18.650 2.771 -6.278 2.000
2.000 2.000 -1.491 19.580 2.688 -6.278 2.000
2.000 2.000 -1.411 23.093 2.732 -6.278 2.000
2.000 2.000 -1.251 30.896 3.006 -6.278 2.000
2.000 2.000 -1.171 34.940 2.780 -6.278 2.000
2.000 2.000 -1.091 41.303 2.774 -6.278 2.000
2.000 2.000 -1.011 50.380 2.952 -6.278 2.000
2.000 2.000 -0.931 58.666 3.138 -6.278 2.000
2.000 2.000 -0.851 70.558 3.404 -6.278 2.000
2.000 2.000 -0.771 84.172 3.851 -6.278 2.000
2.000 2.000 -0.691 83.220 3.972 -6.278 2.000
2.000 2.000 -0.611 45.981 3.301 -6.278 2.000
2.000 2.000 0.611 15.799 1.556 1.722 2.000
2.000 2.000 0.691 18.939 1.724 1.722 2.000
2.000 2.000 0.851 18.271 2.044 1.722 2.000
2.000 2.000 0.931 16.586 2.323 1.722 2.000
2.000 2.000 1.011 15.381 2.331 1.722 2.000
2.000 2.000 1.171 20.133 2.821 1.722 2.000
2.000 2.000 1.251 29.788 3.229 1.722 2.000
2.000 2.000 1.331 44.881 4.047 1.722 2.000
2.000 2.000 1.411 64.164 5.208 1.722 2.000
2.000 2.000 1.438 74.258 5.793 1.722 2.000
2.000 2.000 1.464 84.193 6.473 1.722 2.000
2.000 2.000 1.491 98.257 7.370 1.722 2.000
2.000 2.000 1.518 115.104 8.502 1.722 2.000
2.000 2.000 1.544 134.789 9.968 1.722 2.000
2.000 2.000 1.571 161.595 12.171 1.722 2.000
2.000 2.000 1.598 199.899 15.357 1.722 2.000
2.000 2.000 1.624 254.580 20.849 1.722 2.000
2.000 2.000 1.651 339.472 27.989 1.722 2.000
2.000 2.000 1.784 646.226 49.582 1.722 2.000
2.000 2.000 1.811 412.380 31.806 1.722 2.000
2.000 2.000 1.838 305.001 21.973 1.722 2.000
2.000 2.000 1.864 241.340 16.784 1.722 2.000
2.000 2.000 1.891 204.769 13.886 1.722 2.000
2.000 2.000 1.918 172.633 11.650 1.722 2.000
2.000 2.000 1.944 150.391 10.190 1.722 2.000
2.000 2.000 1.971 132.971 9.082 1.722 2.000
2.000 2.000 1.998 118.232 8.247 1.722 2.000
2.000 2.000 2.051 97.303 7.060 1.722 2.000
2.000 2.000 2.131 75.336 5.983 1.722 2.000
2.000 2.000 2.211 60.888 5.326 1.722 2.000
2.000 2.000 2.371 43.123 4.686 1.722 2.000
2.000 2.000 2.451 36.829 4.512 1.722 2.000
2.000 2.000 2.531 32.673 4.334 1.722 2.000
2.000 2.000 2.611 27.697 4.380 1.722 2.000
2.000 2.000 2.691 24.841 3.582 1.722 2.000
2.000 2.000 2.771 23.523 3.700 1.722 2.000
2.000 2.000 2.851 22.223 3.737 1.722 2.000
2.000 2.000 2.931 22.747 4.037 1.722 2.000
2.000 2.000 3.011 24.747 4.385 1.722 2.000
2.000 2.000 3.091 25.779 4.385 1.722 2.000
2.000 2.000 3.171 30.507 4.983 1.722 2.000
2.000 2.000 3.251 35.068 5.270 1.722 2.000
2.000 2.000 3.331 43.945 5.983 1.722 2.000
2.000 2.000 3.411 55.463 7.038 1.722 2.000
2.000 2.000 3.438 60.664 7.580 1.722 2.000
2.000 2.000 3.464 67.832 8.180 1.722 2.000
2.000 2.000 3.491 76.012 8.965 1.722 2.000
2.000 2.000 3.518 85.231 9.910 1.722 2.000
2.000 2.000 3.544 97.489 11.230 1.722 2.000
2.000 2.000 3.571 113.889 13.023 1.722 2.000
2.000 2.000 3.598 137.076 15.660 1.722 2.000
2.000 2.000 3.624 172.379 20.050 1.722 2.000
2.000 2.000 3.651 232.940 25.490 1.722 2.000
2.000 2.000 3.784 218.577 25.481 1.722 2.000
2.000 2.000 3.811 140.850 19.282 1.722 2.000
2.000 2.000 3.838 105.045 15.195 1.722 2.000
2.000 2.000 3.864 79.884 12.284 1.722 2.000
2.000 2.000 3.891 64.086 11.100 1.722 2.000
2.000 2.000 3.918 50.234 9.719 1.722 2.000
2.000 2.000 3.944 41.617 8.711 1.722 2.000
2.000 2.000 3.971 36.468 8.188 1.722 2.000
2.000 2.000 3.998 29.709 8.149 1.722 2.000
2.000 2.000 4.051 21.482 7.212 1.722 2.000
2.000 2.000 4.131 16.789 6.163 1.722 2.000
2.000 2.000 4.211 19.039 5.693 1.722 2.000
2.000 2.000 4.291 21.031 5.257 1.722 2.000
2.000 2.000 4.371 24.844 5.376 1.722 2.000
2.000 2.000 4.451 28.063 5.524 1.722 2.000
2.000 2.000 4.531 29.808 5.261 1.722 2.000
2.000 2.000 4.611 34.320 5.743 1.722 2.000
2.000 2.000 4.691 36.640 5.783 1.722 2.000
2.000 2.000 4.771 40.716 5.992 1.722 2.000
2.000 2.000 4.851 43.833 6.034 1.722 2.000
2.000 2.000 4.931 46.859 6.336 1.722 2.000
2.000 2.000 5.011 49.984 6.509 1.722 2.000
2.000 2.000 5.091 55.108 6.904 1.722 2.000
2.000 2.000 5.171 60.926 7.445 1.722 2.000
2.000 2.000 5.251 67.087 8.172 1.722 2.000
2.000 2.000 5.331 77.362 9.243 1.722 2.000
2.000 2.000 5.411 91.431 10.861 1.722 2.000
2.000 2.000 5.438 100.158 11.714 1.722 2.000
2.000 2.000 5.464 108.629 12.606 1.722 2.000
2.000 2.000 5.491 118.712 13.797 1.722 2.000
2.000 2.000 5.518 131.789 15.361 1.722 2.000
2.000 2.000 5.544 150.057 17.400 1.722 2.000
2.000 2.000 5.571 173.915 20.283 1.722 2.000
2.000 2.000 5.598 212.198 24.511 1.722 2.000
2.000 2.000 5.624 264.373 31.663 1.722 2.000
2.000 2.000 5.651 373.185 41.274 1.722 2.000
2.000 2.000 5.784 298.324 36.355 1.722 2.000
2.000 2.000 5.838 169.537 24.983 1.722 2.000
2.000 2.000 5.864 133.717 20.919 1.722 2.000
2.000 2.000 5.891 111.031 16.602 1.722 2.000
2.000 2.000 5.918 97.100 16.024 1.722 2.000
2.000 2.000 5.944 84.663 13.487 1.722 2.000
2.000 2.000 5.971 75.450 12.640 1.722 2.000
2.000 2.000 5.998 66.820 11.173 1.722 2.000
2.000 2.000 6.051 56.318 10.259 1.722 2.000
2.000 2.000 6.131 41.869 9.111 1.722 2.000
2.000 2.000 6.211 33.680 8.030 1.722 2.000
2.000 2.000 6.291 28.514 7.341 1.722 2.000
2.000 2.000 6.371 22.454 6.334 1.722 2.000
2.000 2.000 6.451 18.444 5.981 1.722 2.000
2.000 2.000 6.531 15.519 5.854 1.722 2.000
2.000 2.000 6.851 14.267 5.704 1.722 2.000
2.000 2.000 6.931 15.459 5.732 1.722 2.000
2.000 2.000 7.011 18.673 6.743 1.722 2.000
2.000 2.000 7.091 19.103 7.969 1.722 2.000
2.000 2.000 7.171 22.939 7.399 1.722 2.000
2.000 2.000 7.251 23.940 8.707 1.722 2.000
2.000 2.000 7.331 27.710 9.797 1.722 2.000
2.000 2.000 7.411 31.374 11.098 1.722 2.000
2.000 2.000 7.438 33.894 13.135 1.722 2.000
2.000 2.000 7.464 35.032 13.616 1.722 2.000
2.000 2.000 7.491 37.802 15.235 1.722 2.000
2.000 2.000 7.518 41.803 16.361 1.722 2.000
2.000 2.000 7.544 38.919 15.277 1.722 2.000
2.000 2.000 7.571 47.112 24.667 1.722 2.000
2.000 2.000 7.598 42.358 23.000 1.722 2.000
2.000 2.000 7.624 47.041 24.264 1.722 2.000
2.000 2.000 7.651 60.265 25.636 1.722 2.000
3.000 -0.000 -7.731 30.016 11.057 -7.000 6.000
3.000 -0.000 -7.651 23.603 10.354 -7.000 6.000
3.000 -0.000 -7.491 18.861 9.445 -7.000 6.000
3.000 -0.000 -7.331 25.324 8.501 -7.000 6.000
3.000 -0.000 -7.251 23.771 8.665 -7.000 6.000
3.000 -0.000 -7.171 25.680 8.819 -7.000 6.000
3.000 -0.000 -7.091 19.916 6.953 -7.000 6.000
3.000 -0.000 -7.011 464.220 18.174 -7.000 6.000
3.000 -0.000 -6.931 35.621 7.800 -7.000 6.000
3.000 -0.000 -6.851 24.405 7.013 -7.000 6.000
3.000 -0.000 -6.771 23.361 6.814 -7.000 6.000
3.000 -0.000 -6.691 18.826 6.578 -7.000 6.000
3.000 -0.000 -6.611 20.307 6.871 -7.000 6.000
3.000 -0.000 -6.531 19.044 6.466 -7.000 6.000
3.000 -0.000 -6.451 18.348 6.750 -7.000 6.000
3.000 -0.000 -6.371 17.738 6.320 -7.000 6.000
3.000 -0.000 -6.291 17.239 6.829 -7.000 6.000
3.000 -0.000 -6.211 18.043 6.717 -7.000 6.000
3.000 -0.000 -6.131 14.659 6.282 -7.000 6.000
3.000 -0.000 -6.051 17.873 6.931 -7.000 6.000
3.000 -0.000 -5.971 15.234 7.107 -7.000 6.000
3.000 -0.000 -4.371 9.968 5.451 -7.000 6.000
3.000 -0.000 -4.291 11.849 5.793 -7.000 6.000
3.000 -0.000 -4.211 14.191 5.804 -7.000 6.000
3.000 -0.000 -4.131 16.228 5.599 -7.000 6.000
3.000 -0.000 -4.051 17.297 5.680 -7.000 6.000
3.000 -0.000 -3.971 19.333 5.906 -7.000 6.000
3.000 -0.000 -3.891 19.295 5.592 -7.000 6.000
3.000 -0.000 -3.811 21.063 5.429 -7.000 6.000
3.000 -0.000 -3.731 20.561 4.906 -7.000 6.000
3.000 -0.000 -3.651 19.693 4.985 -7.000 6.000
3.000 -0.000 -3.571 20.706 4.894 -7.000 6.000
3.000 -0.000 -3.491 19.571 4.694 -7.000 6.000
3.000 -0.000 -3.411 20.161 4.511 -7.000 6.000
3.000 -0.000 -3.331 20.151 4.505 -7.000 6.000
